step,time,tokens_per_second,train_loss,val_loss
10800,3205.716423511505,42675.76476716048,0.036518050043168895,0.03710865702237876
10900,3396.075702905655,42695.868020827846,0.036428661417152924,0.036699603631769544
11000,135.45109224319458,26610.93343956478,0.03306841062889858,0.03621787562874079
11100,325.70405077934265,36218.40125037885,0.033322023525316685,0.03714217864922695
11200,515.8676278591156,38747.304386889904,0.03371470046733491,0.03839457212679157
11300,706.263189792633,39900.81942154469,0.03396073195455206,0.036169395254400126
11400,897.5132672786713,40525.84103885632,0.03381893954550227,0.03619451313380487
11500,1088.163808107376,40953.8340348869,0.03379042901660261,0.03577111435379406
11600,1279.0710756778717,41245.93308627556,0.03373610846096684,0.035994487015916836
11700,1469.7177784442902,41469.512646512674,0.033708633316720846,0.035566895208307095
11800,1660.2621335983276,41644.31543719552,0.03368765177973215,0.03592709154351946
11900,1850.829059123993,41782.61607617176,0.033661039611245745,0.03534613059539544
12000,2041.2799348831177,41897.477429962135,0.033623397974761285,0.03527619599742417
12100,2231.364266872406,41999.63286646953,0.033655424009669914,0.035527713815955556
12200,2421.728870153427,42080.87918345031,0.033694124624875775,0.035669477962118924
12300,2612.343841075897,42146.24364098065,0.03363912489675429,0.034815212832792625
12400,2803.1232373714447,42200.24236641328,0.03359167488585962,0.03424272748523453
12500,2993.9609167575836,42246.53678411436,0.033509322797995386,0.033916982761569806
12600,3184.3725776672363,42292.94051346825,0.033442916145770295,0.03483358735432012
12700,3375.0399408340454,42330.90052400805,0.0333682670623252,0.03418247910337551
12800,110.08370923995972,13394.897484656556,0.03115445716927449,0.03443942518887505
12900,300.4405162334442,32174.621855891837,0.0313559263723634,0.034875812072410674
13000,490.86482977867126,36381.82839062302,0.031595295064424704,0.033937475139465496
13100,681.1199927330017,38246.652980294755,0.03145589582832917,0.03358694814699169
13200,871.6558041572571,39284.497202547434,0.03133637181362895,0.03385462957339205
13300,1061.8771691322327,39961.83478987271,0.03136109633004458,0.03309642998703493
13400,1252.0584185123444,40434.66283318701,0.031395661614497694,0.03418846246743165
13500,1442.320476770401,40780.506792571294,0.03136953005883687,0.03322375691481419
13600,1632.2506701946259,41054.08637510917,0.03132533266785165,0.03261661865739815
13700,1822.1111071109772,41272.214250006065,0.03129968343785516,0.03343931790268274
13800,2012.1145446300507,41446.22890509099,0.03127587222163007,0.0329611265668559
13900,2201.8092391490936,41596.04672900471,0.031249356076241287,0.03289507555518726
14000,2391.678909778595,41719.04497382419,0.031211498497766617,0.0323451964628678
14100,2581.529596567154,41824.258045918294,0.031188640843833795,0.03245237326082246
14200,2771.3072681427,41916.16041113004,0.03111844909822697,0.03204094649122411
14300,2960.5718767642975,42003.56052017593,0.031077496866954487,0.03211459670873249
14400,3150.262496471405,42074.76683243533,0.031050294233608083,0.03214747805851901
14500,3339.679752111435,42141.33403390589,0.031026716837366745,0.031797751121153774
14600,3529.244917154312,42198.98689266517,0.0310004402107761,0.03178767887615936
14700,181.5664324760437,41508.99424096137,0.02817417290466635,0.03163156585750565
14800,371.35073828697205,42355.21402907576,0.02857784057656924,0.032414789343304676
14900,560.7687349319458,42656.8717368007,0.029014208475255394,0.03356775019790735
15000,750.3345816135406,42797.76087481411,0.02929314584661351,0.03191392850880468
15100,939.7102510929108,42890.497313533095,0.029332297630759518,0.031707230851561664
15200,1129.2061612606049,42947.551708237326,0.02933504301865862,0.031658515184195046
15300,1318.8588500022888,42983.09860824122,0.029365936646808605,0.03184980735321163
15400,1508.4320073127747,43011.975140717725,0.029345257398249072,0.03135014454554478
15500,1697.9275205135345,43036.37176332435,0.029335763501713363,0.031366935247791806
15600,1888.022908449173,43042.18960285338,0.02929944963374686,0.03115069692025982
15700,2077.762951374054,43054.30508366754,0.02925944960959283,0.031049628122118606
15800,2267.7997546195984,43058.75763549486,0.029228612985274436,0.03219564678868273
15900,2457.5867433547974,43066.898975667194,0.02925191465880572,0.031759692834626777
16000,2647.1917226314545,43076.83460367021,0.02930605031105679,0.031041572326015763
16100,2836.845315694809,43084.703746021616,0.029308620365910813,0.030493249332434254
16200,3027.1823053359985,43081.85858846865,0.029270264584496244,0.030197252297410656
16300,3217.904534101486,43074.19270245777,0.029233072146808564,0.030738431545141682
16400,3408.605824947357,43067.64922056284,0.029217238668934442,0.030479901657661786
16500,157.371160030365,34356.485641694235,0.027159641017064903,0.03049119159971413
16600,348.251424074173,39048.569682528134,0.027443350808896934,0.031408283196320476
16700,539.3012971878052,40405.46557856998,0.02762110144796228,0.0308328989212727
16800,730.3122415542603,41054.65894449527,0.027729383751220717,0.030688140443281123
16900,921.2443144321442,41438.21503368619,0.027708167014363752,0.03021869288278807
17000,1111.98432803154,41697.27830794111,0.027655253088095164,0.0295458142948409
17100,1303.0300424098969,41870.65395598711,0.027595293741706793,0.030455306143537395
17200,1493.8677752017975,42005.538268956494,0.027659940902951024,0.030589024129759047
17300,1684.7130343914032,42109.67598148121,0.02767335752124186,0.02967403469255465
17400,1874.9847621917725,42205.52699718748,0.02766478689692097,0.02973905544232104
17500,2065.177141189575,42285.34117402559,0.027718678735350354,0.03052886296351997
17600,2255.0261313915253,42358.1432916955,0.027758406077417357,0.029823309946632237
17700,2445.269762277603,42412.792895046674,0.027755607182886836,0.03048235695267056
17800,2634.9663939476013,42468.36705661047,0.02776215181960063,0.029591409437612116
17900,2824.842540502548,42513.774937216425,0.027739424186048453,0.0291821293636649
18000,3014.536708831787,42556.031785631996,0.027707836403967016,0.029060550460782212
18100,3204.4962372779846,42589.75823168074,0.027680242852288848,0.030298604269514882
18200,3394.280373573303,42621.91218096075,0.02767874228336668,0.029227582362967748
